review_id,product_id,customer_id,created_at,rating,size_purchased,height_cm,weight_kg,fit,text,aspect_labels
R00663,P006,C0582,2026-02-01,3,M,168,71,small,한 치수 크게 사야 해요.,size:neg
R00664,P069,C0277,2026-06-16,2,S,158,60,small,원단이 뻣뻣해요. 화면과 색이 달라요. 기장이 너무 길어요.,material:neg;color:neg;size:neg
R00665,P058,C0477,2026-05-29,5,L,159,57,large,원단이 고급스러워요.,material:pos
R00666,P040,C0209,2026-02-03,4,M,161,51,true_to_size,색감이 고급스러워요. 원단이 뻣뻣해요. 세일가에 잘 샀어요.,color:pos;material:neg;price:pos
R00667,P037,C0058,2026-03-19,5,M,167,54,true_to_size,포장이 꼼꼼했어요. 색상이 화면과 똑같아요.,delivery:pos;color:pos
R00668,P014,C0283,2026-02-13,5,S,170,57,small,색상이 화면과 똑같아요.,color:pos
R00669,P021,C0271,2026-05-15,2,S,173,84,small,이 가격이면 다른 데가 나아요.,price:neg
R00670,P040,C0469,2026-06-05,5,M,169,51,true_to_size,색상이 화면과 똑같아요. 포장이 꼼꼼했어요. 세일가에 잘 샀어요.,color:pos;delivery:pos;price:pos
R00671,P064,C0479,2026-06-27,5,M,155,69,true_to_size,세일가에 잘 샀어요.,price:pos
R00672,P064,C0350,2026-02-27,5,XL,159,43,large,두께감이 적당해요. 포장이 꼼꼼했어요.,material:pos;delivery:pos
R00673,P042,C0382,2026-05-24,5,M,161,65,true_to_size,색감이 고급스러워요. 세일가에 잘 샀어요.,color:pos;price:pos
R00674,P040,C0265,2026-05-12,3,XL,178,68,true_to_size,세일가에 잘 샀어요. 색상이 사진보다 어두워요. 두께감이 적당해요.,price:pos;color:neg;material:pos
R00675,P073,C0596,2026-04-04,5,FREE,173,61,true_to_size,소재가 부드럽고 촉감이 좋아요.,material:pos
R00676,P029,C0595,2026-01-12,2,L,156,43,large,원단이 뻣뻣해요. 한 치수 크게 사야 해요.,material:neg;size:neg
R00677,P045,C0477,2026-05-04,2,M,157,40,large,소재가 얇고 비쳐요. 배송이 일주일 넘게 걸렸어요.,material:neg;delivery:neg
R00678,P040,C0325,2026-06-20,4,M,168,55,true_to_size,사이즈가 딱 맞아요.,size:pos
R00679,P046,C0430,2026-03-27,2,S,159,68,small,박스가 찌그러져 왔어요.,delivery:neg
R00680,P040,C0573,2026-05-09,5,L,170,61,true_to_size,색상이 화면과 똑같아요.,color:pos
R00681,P043,C0220,2026-03-24,3,M,165,56,large,색상이 화면과 똑같아요. 소재가 얇고 비쳐요.,color:pos;material:neg
R00682,P075,C0123,2026-02-17,1,FREE,174,68,small,한 치수 크게 사야 해요.,size:neg
R00683,P015,C0127,2026-03-18,3,M,155,54,large,박스가 찌그러져 왔어요. 세일가에 잘 샀어요.,delivery:neg;price:pos
R00684,P043,C0283,2026-06-21,2,S,171,58,true_to_size,보풀이 금방 생겨요.,material:neg
R00685,P014,C0186,2026-06-05,3,S,157,42,true_to_size,색감이 고급스러워요. 배송이 일주일 넘게 걸렸어요.,color:pos;delivery:neg
R00686,P043,C0188,2026-02-15,5,M,170,79,small,포장이 꼼꼼했어요.,delivery:pos
R00687,P008,C0259,2026-02-01,5,M,169,50,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00688,P061,C0544,2026-06-10,2,M,156,55,true_to_size,가격에 비해 아쉬워요.,price:neg
R00689,P043,C0360,2026-01-17,4,L,170,57,large,색감이 고급스러워요. 박스가 찌그러져 왔어요.,color:pos;delivery:neg
R00690,P040,C0279,2026-04-26,5,L,167,62,true_to_size,두께감이 적당해요. 배송이 빨라요.,material:pos;delivery:pos
R00691,P012,C0081,2026-07-03,2,S,174,79,small,색상이 사진보다 어두워요.,color:neg
R00692,P072,C0052,2026-03-27,5,L,162,53,large,색상이 화면과 똑같아요.,color:pos
R00693,P064,C0479,2026-07-03,2,XL,165,49,large,사이즈가 생각보다 작아요.,size:neg
R00694,P042,C0275,2026-06-15,5,M,162,63,true_to_size,핏이 예쁘게 떨어져요. 포장이 꼼꼼했어요. 소재가 부드럽고 촉감이 좋아요.,size:pos;delivery:pos;material:pos
R00695,P069,C0320,2026-06-22,3,M,163,50,true_to_size,원단이 고급스러워요. 한 치수 크게 사야 해요.,material:pos;size:neg
R00696,P021,C0010,2026-05-14,5,M,159,50,true_to_size,세일가에 잘 샀어요.,price:pos
R00697,P038,C0283,2026-03-11,5,L,157,44,large,세일가에 잘 샀어요. 색상이 화면과 똑같아요.,price:pos;color:pos
R00698,P055,C0444,2026-07-09,2,L,174,75,small,박스가 찌그러져 왔어요. 사이즈가 생각보다 작아요.,delivery:neg;size:neg
R00699,P011,C0507,2026-05-13,4,L,161,56,large,색감이 고급스러워요. 기장이 너무 길어요.,color:pos;size:neg
R00700,P038,C0327,2026-01-29,3,S,154,57,small,색상이 화면과 똑같아요. 이 가격이면 다른 데가 나아요. 기장이 너무 길어요.,color:pos;price:neg;size:neg
R00701,P008,C0502,2026-01-22,5,M,162,66,true_to_size,핏이 예쁘게 떨어져요. 원단이 고급스러워요. 배송이 빨라요.,size:pos;material:pos;delivery:pos
R00702,P015,C0265,2026-01-09,2,L,174,50,large,이 가격이면 다른 데가 나아요. 사이즈가 생각보다 작아요.,price:neg;size:neg
R00703,P054,C0430,2026-05-07,5,M,168,56,true_to_size,색상이 화면과 똑같아요. 소재가 부드럽고 촉감이 좋아요.,color:pos;material:pos
R00704,P042,C0333,2026-02-26,5,M,156,51,true_to_size,소재가 부드럽고 촉감이 좋아요. 핏이 예쁘게 떨어져요.,material:pos;size:pos
R00705,P017,C0358,2026-06-07,5,S,170,55,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00706,P008,C0097,2026-03-22,5,S,159,45,large,세일가에 잘 샀어요. 포장이 꼼꼼했어요. 보풀이 금방 생겨요.,price:pos;delivery:pos;material:neg
R00707,P073,C0015,2026-02-28,4,FREE,161,58,true_to_size,가격 대비 만족해요.,price:pos
R00708,P040,C0209,2026-05-17,5,S,148,42,true_to_size,배송이 빨라요. 정사이즈라 고민 없이 골랐어요.,delivery:pos;size:pos
R00709,P040,C0335,2026-02-24,5,L,172,48,large,포장이 꼼꼼했어요.,delivery:pos
R00710,P002,C0265,2026-02-03,4,M,169,65,true_to_size,소재가 부드럽고 촉감이 좋아요. 포장이 꼼꼼했어요. 이 가격이면 다른 데가 나아요.,material:pos;delivery:pos;price:neg
R00711,P015,C0129,2026-03-19,5,L,171,84,true_to_size,핏이 예쁘게 떨어져요. 배송이 빨라요.,size:pos;delivery:pos
R00712,P075,C0570,2026-03-23,2,FREE,162,58,true_to_size,색상이 사진보다 어두워요. 박스가 찌그러져 왔어요.,color:neg;delivery:neg
R00713,P065,C0359,2026-04-30,3,L,178,79,true_to_size,원단이 뻣뻣해요. 포장이 꼼꼼했어요.,material:neg;delivery:pos
R00714,P080,C0577,2026-04-29,4,FREE,168,85,true_to_size,원단이 고급스러워요.,material:pos
R00715,P040,C0294,2026-04-14,4,L,157,65,true_to_size,두께감이 적당해요. 사이즈가 생각보다 작아요. 색감이 고급스러워요.,material:pos;size:neg;color:pos
R00716,P016,C0567,2026-03-10,4,XL,173,70,true_to_size,세일가에 잘 샀어요.,price:pos
R00717,P011,C0107,2026-02-15,3,S,176,65,small,원단이 뻣뻣해요. 색감이 고급스러워요.,material:neg;color:pos
R00718,P027,C0600,2026-02-19,2,M,182,83,small,기장이 너무 길어요. 이 가격이면 다른 데가 나아요.,size:neg;price:neg
R00719,P017,C0005,2026-01-16,4,M,168,47,true_to_size,소재가 부드럽고 촉감이 좋아요.,material:pos
R00720,P004,C0579,2026-04-18,5,S,167,51,true_to_size,핏이 예쁘게 떨어져요. 배송이 빨라요.,size:pos;delivery:pos
R00721,P056,C0492,2026-05-10,2,S,164,48,true_to_size,원단이 뻣뻣해요.,material:neg
R00722,P055,C0110,2026-05-19,4,M,162,62,true_to_size,원단이 고급스러워요.,material:pos
R00723,P040,C0469,2026-04-07,3,M,159,66,true_to_size,색상이 사진보다 어두워요.,color:neg
R00724,P068,C0148,2026-04-08,3,S,170,74,small,사이즈가 생각보다 작아요. 배송이 빨라요.,size:neg;delivery:pos
R00725,P006,C0220,2026-02-07,4,S,168,40,true_to_size,가격에 비해 아쉬워요. 포장이 꼼꼼했어요.,price:neg;delivery:pos
R00726,P040,C0455,2026-01-13,3,S,172,81,small,소재가 부드럽고 촉감이 좋아요. 한 치수 크게 사야 해요. 배송이 일주일 넘게 걸렸어요.,material:pos;size:neg;delivery:neg
R00727,P040,C0294,2026-06-15,5,M,173,40,true_to_size,사이즈가 딱 맞아요. 원단이 고급스러워요. 세일가에 잘 샀어요.,size:pos;material:pos;price:pos
R00728,P051,C0406,2026-06-15,5,L,180,58,true_to_size,사이즈가 딱 맞아요. 색감이 고급스러워요.,size:pos;color:pos
R00729,P038,C0252,2026-02-23,2,M,165,61,true_to_size,가격에 비해 아쉬워요.,price:neg
R00730,P009,C0418,2026-05-02,2,M,160,51,large,기장이 너무 길어요.,size:neg
R00731,P040,C0493,2026-06-26,4,L,163,57,large,원단이 뻣뻣해요. 색감이 고급스러워요.,material:neg;color:pos
R00732,P031,C0418,2026-04-09,5,S,157,60,true_to_size,가격 대비 만족해요.,price:pos
R00733,P064,C0519,2026-04-23,1,XL,173,69,large,박스가 찌그러져 왔어요. 기장이 너무 길어요.,delivery:neg;size:neg
R00734,P043,C0577,2026-05-03,4,S,163,70,small,포장이 꼼꼼했어요. 원단이 고급스러워요.,delivery:pos;material:pos
R00735,P040,C0541,2026-03-31,2,M,166,54,true_to_size,보풀이 금방 생겨요.,material:neg
R00736,P024,C0011,2026-01-18,5,M,175,73,small,가격 대비 만족해요.,price:pos
R00737,P043,C0190,2026-05-28,2,S,156,53,true_to_size,보풀이 금방 생겨요. 이 가격이면 다른 데가 나아요.,material:neg;price:neg
R00738,P037,C0430,2026-01-21,5,M,167,49,large,색상이 화면과 똑같아요. 소재가 부드럽고 촉감이 좋아요.,color:pos;material:pos
R00739,P004,C0481,2026-07-03,5,S,153,56,true_to_size,원단이 고급스러워요.,material:pos
R00740,P012,C0525,2026-04-21,3,S,159,72,small,보풀이 금방 생겨요. 포장이 꼼꼼했어요.,material:neg;delivery:pos
R00741,P056,C0089,2026-01-18,3,XL,154,53,large,배송이 빨라요. 가격에 비해 아쉬워요.,delivery:pos;price:neg
R00742,P055,C0024,2026-04-04,5,L,169,49,large,소재가 부드럽고 촉감이 좋아요. 포장이 꼼꼼했어요.,material:pos;delivery:pos
R00743,P072,C0350,2026-03-31,4,S,164,49,small,배송이 빨라요. 기장이 너무 길어요. 색상이 화면과 똑같아요.,delivery:pos;size:neg;color:pos
R00744,P049,C0283,2026-06-12,5,M,159,57,large,가격 대비 만족해요. 색상이 화면과 똑같아요.,price:pos;color:pos
R00745,P060,C0457,2026-05-29,5,M,164,48,true_to_size,세일가에 잘 샀어요.,price:pos
R00746,P073,C0186,2026-03-10,5,FREE,175,42,large,색상이 화면과 똑같아요.,color:pos
R00747,P001,C0447,2026-01-30,2,M,160,52,large,색상이 사진보다 어두워요. 소재가 얇고 비쳐요.,color:neg;material:neg
R00748,P059,C0504,2026-05-03,5,M,164,51,true_to_size,세일가에 잘 샀어요. 포장이 꼼꼼했어요.,price:pos;delivery:pos
R00749,P072,C0481,2026-01-13,5,S,160,51,small,가격 대비 만족해요.,price:pos
R00750,P050,C0248,2026-05-15,5,S,153,54,true_to_size,세일가에 잘 샀어요. 원단이 고급스러워요. 배송이 일주일 넘게 걸렸어요.,price:pos;material:pos;delivery:neg
R00751,P015,C0099,2026-04-29,4,M,161,57,large,한 치수 크게 사야 해요. 원단이 고급스러워요. 색상이 화면과 똑같아요.,size:neg;material:pos;color:pos
R00752,P077,C0589,2026-02-14,2,FREE,166,57,large,기장이 너무 길어요.,size:neg
R00753,P012,C0265,2026-03-25,5,M,183,63,small,색감이 고급스러워요.,color:pos
R00754,P080,C0504,2026-01-21,5,FREE,164,58,large,포장이 꼼꼼했어요. 기장이 너무 길어요. 가격 대비 만족해요.,delivery:pos;size:neg;price:pos
R00755,P073,C0435,2026-02-14,2,FREE,175,77,small,한 치수 크게 사야 해요.,size:neg
R00756,P038,C0450,2026-04-09,3,M,181,75,small,색상이 사진보다 어두워요. 배송이 빨라요.,color:neg;delivery:pos
R00757,P076,C0508,2026-02-24,5,FREE,174,67,true_to_size,사이즈가 딱 맞아요. 배송이 빨라요.,size:pos;delivery:pos
R00758,P040,C0096,2026-01-19,3,S,168,60,small,한 치수 크게 사야 해요.,size:neg
R00759,P055,C0299,2026-02-26,2,M,163,76,small,한 치수 크게 사야 해요.,size:neg
R00760,P040,C0053,2026-01-20,5,L,161,49,large,가격 대비 만족해요.,price:pos
R00761,P043,C0418,2026-01-19,4,S,168,74,small,포장이 꼼꼼했어요. 색상이 화면과 똑같아요.,delivery:pos;color:pos
R00762,P019,C0259,2026-03-23,4,L,169,65,true_to_size,사이즈가 딱 맞아요. 소재가 얇고 비쳐요.,size:pos;material:neg
R00763,P060,C0418,2026-03-16,4,S,167,47,small,원단이 고급스러워요. 색감이 고급스러워요.,material:pos;color:pos
R00764,P037,C0335,2026-06-01,2,L,170,56,large,한 치수 크게 사야 해요. 원단이 뻣뻣해요.,size:neg;material:neg
R00765,P001,C0274,2026-03-14,2,M,173,74,true_to_size,원단이 뻣뻣해요.,material:neg
R00766,P013,C0001,2026-04-12,5,L,186,77,small,두께감이 적당해요.,material:pos
R00767,P052,C0381,2026-05-13,5,M,166,58,true_to_size,원단이 고급스러워요.,material:pos
R00768,P017,C0215,2026-03-05,4,L,157,58,large,포장이 꼼꼼했어요. 사이즈가 생각보다 작아요.,delivery:pos;size:neg
R00769,P044,C0240,2026-03-22,5,M,172,47,true_to_size,색상이 화면과 똑같아요. 소재가 부드럽고 촉감이 좋아요.,color:pos;material:pos
R00770,P045,C0570,2026-04-26,5,M,157,67,true_to_size,사이즈가 딱 맞아요. 포장이 꼼꼼했어요. 소재가 부드럽고 촉감이 좋아요.,size:pos;delivery:pos;material:pos
R00771,P064,C0479,2026-04-04,1,L,168,50,large,사이즈가 생각보다 작아요.,size:neg
R00772,P036,C0213,2026-03-24,4,S,156,56,true_to_size,한 치수 크게 사야 해요. 배송이 빨라요.,size:neg;delivery:pos
R00773,P027,C0258,2026-07-01,4,S,165,64,small,가격 대비 만족해요.,price:pos
R00774,P004,C0325,2026-04-18,5,S,158,48,large,세일가에 잘 샀어요. 색상이 화면과 똑같아요. 포장이 꼼꼼했어요.,price:pos;color:pos;delivery:pos
R00775,P019,C0361,2026-02-01,3,M,167,56,true_to_size,배송이 빨라요. 색상이 화면과 똑같아요.,delivery:pos;color:pos
R00776,P003,C0302,2026-05-04,5,L,170,51,large,세일가에 잘 샀어요.,price:pos
R00777,P055,C0190,2026-05-08,5,S,168,51,small,사이즈가 생각보다 작아요. 두께감이 적당해요. 가격 대비 만족해요.,size:neg;material:pos;price:pos
R00778,P037,C0572,2026-06-09,5,S,168,57,true_to_size,원단이 고급스러워요.,material:pos
R00779,P069,C0271,2026-04-27,5,M,173,71,small,세일가에 잘 샀어요. 배송이 빨라요.,price:pos;delivery:pos
R00780,P064,C0036,2026-03-24,5,S,160,66,true_to_size,배송이 빨라요.,delivery:pos
R00781,P011,C0558,2026-06-30,3,XL,155,63,large,기장이 너무 길어요. 소재가 부드럽고 촉감이 좋아요.,size:neg;material:pos
R00782,P038,C0018,2026-02-23,3,L,166,68,large,두께감이 적당해요. 배송이 일주일 넘게 걸렸어요. 한 치수 크게 사야 해요.,material:pos;delivery:neg;size:neg
R00783,P052,C0299,2026-03-06,3,L,177,43,large,가격 대비 만족해요. 배송이 일주일 넘게 걸렸어요.,price:pos;delivery:neg
R00784,P028,C0100,2026-04-25,5,M,172,55,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00785,P061,C0350,2026-04-02,5,S,166,47,true_to_size,이 가격이면 다른 데가 나아요. 정사이즈라 고민 없이 골랐어요. 원단이 고급스러워요.,price:neg;size:pos;material:pos
R00786,P061,C0418,2026-05-25,5,M,180,69,small,가격 대비 만족해요. 색감이 고급스러워요.,price:pos;color:pos
R00787,P017,C0188,2026-03-19,3,S,173,74,small,원단이 뻣뻣해요. 사이즈가 생각보다 작아요.,material:neg;size:neg
R00788,P056,C0121,2026-05-28,1,S,154,63,small,한 치수 크게 사야 해요.,size:neg
R00789,P055,C0455,2026-06-13,4,M,168,72,true_to_size,가격 대비 만족해요. 사이즈가 생각보다 작아요. 소재가 부드럽고 촉감이 좋아요.,price:pos;size:neg;material:pos
R00790,P016,C0397,2026-03-26,3,M,167,54,true_to_size,한 치수 크게 사야 해요. 포장이 꼼꼼했어요.,size:neg;delivery:pos
R00791,P049,C0361,2026-06-27,1,M,166,40,large,보풀이 금방 생겨요. 배송이 일주일 넘게 걸렸어요.,material:neg;delivery:neg
R00792,P008,C0567,2026-02-17,2,M,177,83,small,이 가격이면 다른 데가 나아요. 기장이 너무 길어요.,price:neg;size:neg
R00793,P021,C0482,2026-02-14,2,M,170,42,large,기장이 너무 길어요.,size:neg
R00794,P045,C0182,2026-04-07,5,M,172,62,true_to_size,배송이 빨라요.,delivery:pos
R00795,P076,C0259,2026-03-11,1,FREE,164,47,large,한 치수 크게 사야 해요.,size:neg
R00796,P017,C0174,2026-03-01,4,M,156,57,large,원단이 고급스러워요. 배송이 빨라요. 색상이 사진보다 어두워요.,material:pos;delivery:pos;color:neg
R00797,P008,C0444,2026-05-25,5,L,179,80,true_to_size,색감이 고급스러워요.,color:pos
R00798,P019,C0151,2026-04-28,5,M,161,62,true_to_size,배송이 빨라요.,delivery:pos
R00799,P049,C0357,2026-05-12,5,XL,162,76,large,가격 대비 만족해요. 배송이 빨라요.,price:pos;delivery:pos
R00800,P055,C0146,2026-03-31,5,M,159,54,large,세일가에 잘 샀어요.,price:pos
R00801,P057,C0360,2026-01-23,5,M,151,56,large,색감이 고급스러워요.,color:pos
R00802,P046,C0052,2026-01-18,2,M,159,53,large,배송이 일주일 넘게 걸렸어요.,delivery:neg
R00803,P009,C0481,2026-02-20,5,M,168,67,true_to_size,세일가에 잘 샀어요.,price:pos
R00804,P044,C0275,2026-04-22,5,M,165,51,true_to_size,세일가에 잘 샀어요.,price:pos
R00805,P055,C0051,2026-06-17,4,L,183,68,true_to_size,화면과 색이 달라요. 포장이 꼼꼼했어요.,color:neg;delivery:pos
R00806,P064,C0093,2026-01-22,4,L,165,66,large,가격 대비 만족해요. 화면과 색이 달라요.,price:pos;color:neg
R00807,P078,C0258,2026-03-30,4,FREE,168,55,true_to_size,사이즈가 딱 맞아요.,size:pos
R00808,P042,C0496,2026-07-16,3,L,174,63,true_to_size,세일가에 잘 샀어요. 배송이 일주일 넘게 걸렸어요.,price:pos;delivery:neg
R00809,P040,C0349,2026-04-01,5,M,176,66,small,색감이 고급스러워요.,color:pos
R00810,P019,C0121,2026-07-02,4,S,156,70,small,세일가에 잘 샀어요. 배송이 일주일 넘게 걸렸어요.,price:pos;delivery:neg
R00811,P055,C0068,2026-02-08,5,M,174,64,true_to_size,가격 대비 만족해요. 포장이 꼼꼼했어요.,price:pos;delivery:pos
R00812,P044,C0112,2026-05-20,3,XL,160,57,large,색상이 사진보다 어두워요. 기장이 너무 길어요. 배송이 빨라요.,color:neg;size:neg;delivery:pos
R00813,P028,C0335,2026-02-04,3,S,164,55,small,배송이 빨라요. 기장이 너무 길어요.,delivery:pos;size:neg
R00814,P028,C0174,2026-06-07,4,M,171,52,true_to_size,배송이 빨라요. 핏이 예쁘게 떨어져요. 가격 대비 만족해요.,delivery:pos;size:pos;price:pos
R00815,P006,C0582,2026-03-30,4,XL,163,41,large,기장이 너무 길어요. 색감이 고급스러워요. 가격 대비 만족해요.,size:neg;color:pos;price:pos
R00816,P064,C0089,2026-05-25,3,S,157,54,true_to_size,가격에 비해 아쉬워요. 포장이 꼼꼼했어요.,price:neg;delivery:pos
R00817,P024,C0397,2026-03-03,4,S,159,60,true_to_size,색감이 고급스러워요. 배송이 일주일 넘게 걸렸어요.,color:pos;delivery:neg
R00818,P019,C0110,2026-04-29,3,M,167,59,large,색상이 사진보다 어두워요. 기장이 너무 길어요. 원단이 고급스러워요.,color:neg;size:neg;material:pos
R00819,P062,C0003,2026-04-17,4,L,168,82,true_to_size,원단이 고급스러워요.,material:pos
R00820,P017,C0385,2026-03-25,5,S,164,63,small,배송이 빨라요.,delivery:pos
R00821,P040,C0560,2026-04-29,5,S,166,65,small,세일가에 잘 샀어요. 두께감이 적당해요.,price:pos;material:pos
R00822,P032,C0011,2026-04-29,3,M,181,85,small,색감이 고급스러워요. 사이즈가 생각보다 작아요.,color:pos;size:neg
R00823,P064,C0275,2026-01-13,1,S,167,53,true_to_size,보풀이 금방 생겨요.,material:neg
R00824,P019,C0010,2026-06-28,3,M,161,54,true_to_size,이 가격이면 다른 데가 나아요. 화면과 색이 달라요.,price:neg;color:neg
R00825,P026,C0312,2026-05-07,5,M,173,76,small,가격 대비 만족해요.,price:pos
R00826,P033,C0496,2026-04-25,5,S,166,45,true_to_size,가격 대비 만족해요.,price:pos
R00827,P063,C0493,2026-03-26,5,L,167,51,large,색감이 고급스러워요.,color:pos
R00828,P064,C0033,2026-02-01,5,M,177,56,true_to_size,핏이 예쁘게 떨어져요.,size:pos
R00829,P080,C0570,2026-03-09,4,FREE,151,55,large,색감이 고급스러워요. 두께감이 적당해요. 배송이 일주일 넘게 걸렸어요.,color:pos;material:pos;delivery:neg
R00830,P027,C0335,2026-06-29,2,L,151,68,true_to_size,화면과 색이 달라요.,color:neg
R00831,P002,C0209,2026-03-21,2,S,164,56,small,화면과 색이 달라요.,color:neg
R00832,P006,C0383,2026-03-18,5,XL,174,49,large,세일가에 잘 샀어요.,price:pos
R00833,P001,C0489,2026-04-03,5,M,154,64,large,색감이 고급스러워요.,color:pos
R00834,P040,C0159,2026-06-28,5,XL,166,40,large,세일가에 잘 샀어요.,price:pos
R00835,P064,C0451,2026-01-18,3,L,175,73,true_to_size,원단이 뻣뻣해요. 배송이 일주일 넘게 걸렸어요.,material:neg;delivery:neg
R00836,P008,C0582,2026-03-15,3,XL,163,51,large,원단이 뻣뻣해요.,material:neg
R00837,P011,C0321,2026-02-15,5,M,163,48,large,포장이 꼼꼼했어요.,delivery:pos
R00838,P043,C0357,2026-06-08,1,S,166,68,small,보풀이 금방 생겨요.,material:neg
R00839,P001,C0282,2026-04-25,5,M,157,73,true_to_size,원단이 고급스러워요. 색감이 고급스러워요. 포장이 꼼꼼했어요.,material:pos;color:pos;delivery:pos
R00840,P040,C0441,2026-01-22,5,M,184,72,small,색감이 고급스러워요.,color:pos
R00841,P027,C0113,2026-04-16,5,M,171,40,large,포장이 꼼꼼했어요. 원단이 고급스러워요.,delivery:pos;material:pos
R00842,P017,C0335,2026-02-17,4,M,163,64,true_to_size,세일가에 잘 샀어요.,price:pos
R00843,P023,C0213,2026-04-28,5,S,160,51,true_to_size,소재가 부드럽고 촉감이 좋아요. 배송이 빨라요.,material:pos;delivery:pos
R00844,P011,C0221,2026-05-01,4,XL,162,44,large,세일가에 잘 샀어요. 박스가 찌그러져 왔어요.,price:pos;delivery:neg
R00845,P007,C0279,2026-04-12,4,M,149,44,large,색상이 화면과 똑같아요. 가격 대비 만족해요.,color:pos;price:pos
R00846,P006,C0249,2026-02-13,4,S,172,76,small,사이즈가 생각보다 작아요. 세일가에 잘 샀어요. 두께감이 적당해요.,size:neg;price:pos;material:pos
R00847,P064,C0042,2026-05-25,5,XL,154,54,large,세일가에 잘 샀어요.,price:pos
R00848,P017,C0130,2026-02-28,3,S,172,62,small,배송이 빨라요. 화면과 색이 달라요.,delivery:pos;color:neg
R00849,P055,C0283,2026-06-15,4,M,156,49,true_to_size,박스가 찌그러져 왔어요. 두께감이 적당해요.,delivery:neg;material:pos
R00850,P014,C0493,2026-04-04,5,L,167,54,true_to_size,정사이즈라 고민 없이 골랐어요. 색감이 고급스러워요.,size:pos;color:pos
R00851,P056,C0403,2026-05-11,4,L,165,54,large,가격 대비 만족해요. 화면과 색이 달라요.,price:pos;color:neg
R00852,P045,C0250,2026-06-13,5,M,165,58,true_to_size,포장이 꼼꼼했어요. 색상이 화면과 똑같아요. 두께감이 적당해요.,delivery:pos;color:pos;material:pos
R00853,P057,C0570,2026-06-30,4,S,157,62,small,색상이 화면과 똑같아요. 사이즈가 생각보다 작아요.,color:pos;size:neg
R00854,P028,C0570,2026-03-30,4,S,152,44,true_to_size,가격 대비 만족해요.,price:pos
R00855,P040,C0521,2026-05-09,2,S,172,59,small,배송이 일주일 넘게 걸렸어요.,delivery:neg
R00856,P006,C0033,2026-02-13,3,M,173,67,small,보풀이 금방 생겨요. 세일가에 잘 샀어요. 한 치수 크게 사야 해요.,material:neg;price:pos;size:neg
R00857,P017,C0566,2026-01-25,5,L,168,61,large,포장이 꼼꼼했어요.,delivery:pos
R00858,P049,C0123,2026-07-14,4,M,175,48,large,보풀이 금방 생겨요. 가격 대비 만족해요.,material:neg;price:pos
R00859,P040,C0186,2026-05-04,5,L,161,49,large,세일가에 잘 샀어요. 소재가 부드럽고 촉감이 좋아요.,price:pos;material:pos
R00860,P043,C0435,2026-02-24,4,L,164,75,large,포장이 꼼꼼했어요. 한 치수 크게 사야 해요.,delivery:pos;size:neg
R00861,P017,C0186,2026-01-28,4,S,163,57,small,원단이 고급스러워요. 세일가에 잘 샀어요. 색상이 사진보다 어두워요.,material:pos;price:pos;color:neg
R00862,P052,C0185,2026-03-07,5,L,165,46,large,원단이 고급스러워요. 가격 대비 만족해요.,material:pos;price:pos
R00863,P052,C0001,2026-06-25,5,L,178,72,true_to_size,색상이 화면과 똑같아요.,color:pos
R00864,P011,C0592,2026-02-24,4,L,161,47,large,가격 대비 만족해요.,price:pos
R00865,P005,C0321,2026-03-16,3,M,164,63,true_to_size,핏이 예쁘게 떨어져요. 박스가 찌그러져 왔어요.,size:pos;delivery:neg
R00866,P027,C0018,2026-02-14,5,XL,165,62,large,세일가에 잘 샀어요. 두께감이 적당해요.,price:pos;material:pos
R00867,P011,C0117,2026-02-04,3,M,165,61,large,가격 대비 만족해요. 기장이 너무 길어요. 소재가 얇고 비쳐요.,price:pos;size:neg;material:neg
R00868,P074,C0051,2026-05-28,5,FREE,176,72,true_to_size,배송이 빨라요.,delivery:pos
R00869,P032,C0589,2026-02-17,5,M,159,45,large,원단이 고급스러워요.,material:pos
R00870,P042,C0350,2026-06-19,5,S,160,64,small,세일가에 잘 샀어요.,price:pos
R00871,P014,C0350,2026-05-23,2,S,157,68,small,배송이 일주일 넘게 걸렸어요. 사이즈가 생각보다 작아요.,delivery:neg;size:neg
R00872,P005,C0085,2026-05-30,2,XL,167,72,large,한 치수 크게 사야 해요.,size:neg
R00873,P064,C0325,2026-05-12,2,XL,160,58,large,소재가 얇고 비쳐요. 색상이 사진보다 어두워요.,material:neg;color:neg
R00874,P043,C0136,2026-01-25,4,L,168,95,true_to_size,두께감이 적당해요.,material:pos
R00875,P055,C0540,2026-02-21,2,M,164,40,large,박스가 찌그러져 왔어요.,delivery:neg
R00876,P048,C0595,2026-04-22,5,L,170,69,true_to_size,색상이 화면과 똑같아요. 포장이 꼼꼼했어요.,color:pos;delivery:pos
R00877,P076,C0089,2026-01-21,5,FREE,168,69,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00878,P042,C0463,2026-03-03,2,M,163,50,true_to_size,배송이 일주일 넘게 걸렸어요.,delivery:neg
R00879,P042,C0566,2026-01-14,2,M,168,51,true_to_size,소재가 얇고 비쳐요. 가격에 비해 아쉬워요.,material:neg;price:neg
R00880,P073,C0131,2026-05-16,5,FREE,181,61,small,소재가 부드럽고 촉감이 좋아요. 세일가에 잘 샀어요.,material:pos;price:pos
